============================================================
  Generated by:           Genus(TM) Synthesis Solution 21.10-p002_1
  Generated on:           Jun 27 2023  09:24:08 pm
  Module:                 NTTN
  Technology library:     fast_vdd1v0 1.0
XOR2XL             6       16.416    fast_vdd1v0 
-------------------------------------------------
total         383637  1793634.390                


                                            
     Type      Instances     Area    Area % 
--------------------------------------------
sequential        190664 1426685.832   79.5 
inverter           20464   16967.646    0.9 
buffer             11970   25080.912    1.4 
logic             160539  324900.000   18.1 
physical_cells         0       0.000    0.0 
--------------------------------------------
total             383637 1793634.390  100.0 

