============================================================
  Generated by:           Genus(TM) Synthesis Solution 21.10-p002_1
  Generated on:           Jun 27 2023  09:29:38 pm
  Module:                 NTTN
  Technology library:     fast_vdd1v0 1.0
XOR2XL            10       27.360    fast_vdd1v0 
-------------------------------------------------
total         388672  1793057.778                


                                            
     Type      Instances     Area    Area % 
--------------------------------------------
sequential        190664 1426214.898   79.5 
inverter           25137   19727.928    1.1 
buffer             12447   22276.854    1.2 
logic             160424  324838.098   18.1 
physical_cells         0       0.000    0.0 
--------------------------------------------
total             388672 1793057.778  100.0 

